"cells","host_num_fields","num_surveys_in_cell","problem_bool"
917256,15.7385540008545,1,FALSE
868787,18.1292209625244,1,FALSE
1000098,33.5094757080078,1,FALSE
668227,1,1,FALSE
1009843,5.40475368499756,1,FALSE
1079628,217.124786376953,1,FALSE
686099,1,1,FALSE
1094239,541.282897949219,1,FALSE
1100738,128.440017700195,1,FALSE
720198,1,1,FALSE
1089385,810.395324707031,1,FALSE
1097518,314.983856201172,1,FALSE
1108895,238.531463623047,1,FALSE
838656,2.81961417198181,1,FALSE
1154353,36.6971473693848,1,FALSE
1170590,39.755241394043,1,FALSE
895422,28.8819942474365,1,FALSE
875302,2.19144439697266,1,FALSE
1193426,48.9295310974121,1,FALSE
906772,1,1,FALSE
1211177,562.689575195312,1,FALSE
922995,1,1,FALSE
1222546,183.485733032227,1,FALSE
932732,1,1,FALSE
1220931,1000,1,FALSE
1212827,984.706787109375,1,FALSE
1199855,330.274322509766,1,FALSE
960300,87.1162567138672,1,FALSE
1185255,128.440017700195,1,FALSE
955418,247.830718994141,1,FALSE
953786,108.144317626953,2,FALSE
1182020,293.577178955078,1,FALSE
1175538,440.365783691406,1,FALSE
948906,147.196426391602,1,FALSE
944034,49.5661468505859,2,FALSE
1045802,30.4188404083252,1,FALSE
878562,55.7822189331055,1,FALSE
932661,967.290832519531,2,FALSE
1050661,3.30639553070068,1,FALSE
1049026,52.2410507202148,1,FALSE
944014,67.5901947021484,1,FALSE
958618,1000,2,FALSE
1057131,19.8383731842041,1,FALSE
1063618,80.6760559082031,1,FALSE
974837,199.766586303711,1,FALSE
992686,417.557220458984,2,FALSE
1070097,121.01407623291,1,FALSE
1057092,3.71944785118103,1,FALSE
1010537,1000,1,FALSE
1026765,90.1202621459961,2,FALSE
1060332,2.70186305046082,1,FALSE
1039742,85.6142501831055,2,FALSE
1078175,30.5809555053711,1,FALSE
1092781,740.059143066406,1,FALSE
1051097,306.408905029297,1,FALSE
1067322,899.700622558594,2,FALSE
1109005,1000,1,FALSE
904535,36.6568870544434,1,FALSE
1126857,440.365783691406,1,FALSE
1068943,904.206665039062,1,FALSE
292375,13.4017887115479,2,FALSE
1141461,259.938140869141,1,FALSE
300483,4.40344476699829,2,FALSE
1128984,94.6262741088867,2,FALSE
1157690,467.888641357422,1,FALSE
329669,13.5932426452637,2,FALSE
1146839,16.5220489501953,2,FALSE
1208000,397.552429199219,1,FALSE
1180927,105.14030456543,2,FALSE
1219353,278.286712646484,1,FALSE
1230712,1000,1,FALSE
1182554,54.0721588134766,2,FALSE
1261561,1000,1,FALSE
397764,197.389205932617,2,FALSE
1254975,721.688842773438,1,FALSE
427002,17.805233001709,2,FALSE
973213,9.0120267868042,2,FALSE
1246854,152.558120727539,1,FALSE
431886,11.487247467041,2,FALSE
1229002,129.78825378418,1,FALSE
963041,275.092102050781,1,FALSE
459500,66.6260375976562,2,FALSE
986176,31.5420932769775,2,FALSE
1237106,81.9715347290039,1,FALSE
513046,2.48890352249146,2,FALSE
991036,1000,2,FALSE
1232229,1,1,FALSE
542238,923.957641601562,2,FALSE
1253324,1000,1,FALSE
478990,4.40344476699829,2,FALSE
1000760,12.0160350799561,4,FALSE
1271175,646.664306640625,1,FALSE
456281,798.172241210938,2,FALSE
1284151,368.871887207031,1,FALSE
418951,592.550537109375,2,FALSE
1300377,163.943069458008,1,FALSE
1042927,1000,2,FALSE
1314988,473.61328125,1,FALSE
1310127,423.519592285156,1,FALSE
1060769,1000,2,FALSE
1300399,405.303680419922,1,FALSE
1076986,85.6142501831055,2,FALSE
1290627,40.985767364502,1,FALSE
980913,131.594543457031,1,FALSE
1274395,337.762298583984,1,FALSE
1099696,1000,2,FALSE
1254913,1000,1,FALSE
1106170,1000,2,FALSE
1238679,1000,1,FALSE
1219202,1000,1,FALSE
1209472,12.5097150802612,1,FALSE
1180775,90.1202621459961,2,FALSE
1222430,1000,1,FALSE
1235410,992.437377929688,1,FALSE
1245143,1000,1,FALSE
1245134,356.526885986328,1,FALSE
1219166,52.1238098144531,1,FALSE
984173,151.432922363281,1,FALSE
1207802,587.956604003906,1,FALSE
1189945,1000,1,FALSE
1175348,145.946670532227,1,FALSE
1178603,1000,1,FALSE
1186724,723.478515625,1,FALSE
1183489,143.861724853516,1,FALSE
1745246,255.121978759766,1,FALSE
1164011,1000,1,FALSE
1737135,1000,1,FALSE
1155884,1,1,FALSE
1725773,403.812683105469,1,FALSE
1151005,573.361938476562,1,FALSE
1712785,998.575561523438,1,FALSE
1133148,38.9142265319824,1,FALSE
1701426,247.296142578125,1,FALSE
982566,45.6282577514648,1,FALSE
1131539,1000,1,FALSE
1703061,298.946594238281,1,FALSE
1113666,21.6190147399902,1,FALSE
1636570,1000,1,FALSE
1102291,254.0234375,1,FALSE
1706312,81.3886032104492,1,FALSE
1100657,220.513961791992,1,FALSE
1712814,1000,1,FALSE
1102271,25.9428176879883,1,FALSE
1735516,284.860107421875,1,FALSE
1124984,724.236999511719,1,FALSE
1751747,884.318481445312,1,FALSE
1141214,29.128080368042,1,FALSE
1776099,1000,1,FALSE
1137980,18.9965744018555,1,FALSE
1789087,1000,1,FALSE
1142865,287.481506347656,1,FALSE
1779352,978.228454589844,1,FALSE
1142875,155.771911621094,1,FALSE
1785856,590.0673828125,1,FALSE
1037856,3.00524926185608,1,FALSE
1149344,122.844512939453,1,FALSE
1782622,131.473907470703,1,FALSE
1159073,93.7164306640625,1,FALSE
1790749,148.690719604492,1,FALSE
1167176,203.896560668945,1,FALSE
1779373,1000,1,FALSE
1178530,130.443145751953,1,FALSE
1751728,446.072174072266,1,FALSE
1186634,236.823959350586,1,FALSE
1748472,173.733367919922,1,FALSE
1193115,5.06575298309326,1,FALSE
1737100,1,1,FALSE
1206089,356.502380371094,1,FALSE
1719244,267.643310546875,1,FALSE
1210951,59.5225982666016,1,FALSE
1719231,28.1729793548584,1,FALSE
1212567,9.49828720092773,1,FALSE
1719220,466.419311523438,1,FALSE
1180141,1000,1,FALSE
1717584,1.18463635444641,1,FALSE
969608,82.6598892211914,1,FALSE
1207727,320.408874511719,1,FALSE
1707840,35.5390892028809,1,FALSE
1230444,11.3979444503784,1,FALSE
1717570,51.531681060791,1,FALSE
1249909,84.218147277832,1,FALSE
1720810,113.725090026855,1,FALSE
1253167,1.89965748786926,1,FALSE
1724057,171.772277832031,1,FALSE
1251560,1,1,FALSE
1698087,65.1549987792969,1,FALSE
1267792,348.903747558594,1,FALSE
1693215,32.5774993896484,1,FALSE
1287274,84.8513641357422,1,FALSE
1702952,9.47709083557129,1,FALSE
1241822,703.506469726562,1,FALSE
1709434,1,1,FALSE
1233711,72.1869812011719,1,FALSE
1711051,376.71435546875,1,FALSE
1223987,139.308212280273,1,FALSE
1745168,21.9157733917236,1,FALSE
818259,2.19144439697266,1,FALSE
968003,65.4666366577148,1,FALSE
1214257,364.101013183594,1,FALSE
1758155,391.522308349609,1,FALSE
1204528,107.014038085938,1,FALSE
1769516,1,1,FALSE
1207782,590.041564941406,1,FALSE
1780877,43.8315467834473,1,FALSE
1220758,56.9897232055664,1,FALSE
1798727,26.654317855835,1,FALSE
1232123,228.59211730957,1,FALSE
1772752,14.2156362533569,1,FALSE
1251602,1000,1,FALSE
1759765,244.627410888672,1,FALSE
1261349,3.79931497573853,1,FALSE
1745159,508.801330566406,1,FALSE
1264606,1000,1,FALSE
1737052,5.33086347579956,1,FALSE
1285716,1000,1,FALSE
1732171,42.6469078063965,1,FALSE
1288973,717.250915527344,1,FALSE
1735407,12.438681602478,1,FALSE
964771,250.624771118164,1,FALSE
1288984,145.727172851562,1,FALSE
1722450,38.5006828308105,1,FALSE
1288994,1000,1,FALSE
1724065,893.808166503906,1,FALSE
1303570,309.670227050781,1,FALSE
1717625,286.42529296875,1,FALSE
1313298,1000,1,FALSE
1704651,114.257080078125,1,FALSE
1305174,894.855895996094,1,FALSE
1508257,384.780426025391,1,FALSE
1310032,418.965606689453,1,FALSE
1500134,138.999633789062,1,FALSE
1310025,96.2493133544922,1,FALSE
1503370,12.8873825073242,1,FALSE
1297042,1000,1,FALSE
1504990,69.960075378418,1,FALSE
1329499,1000,1,FALSE
1501740,78.2448196411133,1,FALSE
1347352,339.271057128906,1,FALSE
1488743,310.217712402344,1,FALSE
933939,19.8383731842041,1,FALSE
1363583,815.161315917969,1,FALSE
1490358,1000,1,FALSE
1379815,610.232482910156,1,FALSE
1483861,944.461059570312,1,FALSE
1409031,446.289459228516,1,FALSE
1477377,174.900192260742,1,FALSE
1409018,626.171447753906,1,FALSE
1478987,289.966094970703,1,FALSE
1421999,874.362976074219,1,FALSE
1475733,868.473022460938,1,FALSE
1438229,1000,1,FALSE
1488713,91.1322021484375,1,FALSE
1454461,462.228363037109,1,FALSE
1516302,40.5032005310059,1,FALSE
1462576,1000,1,FALSE
1530911,9.96682643890381,1,FALSE
1397668,1000,1,FALSE
1548767,4.53037548065186,1,FALSE
1394407,18.2158966064453,1,FALSE
1561749,1000,1,FALSE
828462,85.5780487060547,1,FALSE
1394396,1000,1,FALSE
1581224,64.4369125366211,1,FALSE
1394378,569.246765136719,1,FALSE
1582859,12.8873825073242,1,FALSE
1402487,330.163116455078,1,FALSE
1587738,59.8342781066895,1,FALSE
1420341,134.342224121094,1,FALSE
1586124,105.860641479492,1,FALSE
1431695,124.734992980957,1,FALSE
1568275,1000,1,FALSE
1431685,141.553192138672,1,FALSE
1441621,1,1,FALSE
1376456,1,1,FALSE
1522836,9.20527362823486,1,FALSE
1366726,1000,1,FALSE
1402722,5.43645095825195,1,FALSE
1350494,1000,1,FALSE
1602341,85.6090393066406,1,FALSE
1366719,480.720245361328,1,FALSE
1482150,54.8175468444824,1,FALSE
849578,42.5028076171875,1,FALSE
1379707,646.099243164062,1,FALSE
1621819,825.713012695312,1,FALSE
1387832,35.0379180908203,1,FALSE
1631552,18.4105472564697,1,FALSE
1387828,1000,1,FALSE
1636413,26.6952934265137,1,FALSE
1373194,109.318305969238,1,FALSE
1647768,289.966094970703,1,FALSE
1378295,36.4317932128906,1,FALSE
1655878,16.5694923400879,1,FALSE
1365070,58.8637046813965,1,FALSE
1649383,60.7548027038574,1,FALSE
1358585,154.166839599609,1,FALSE
1638013,400.429382324219,1,FALSE
1350457,748.409973144531,1,FALSE
1636383,1000,1,FALSE
1368307,650.303771972656,1,FALSE
1642865,1,1,FALSE
1264434,35.0379180908203,1,FALSE
1636360,829.395141601562,1,FALSE
833391,28.1920986175537,1,FALSE
1256303,17.8870449066162,1,FALSE
1610390,410.55517578125,1,FALSE
1248183,67.0764236450195,1,FALSE
1594157,775.083984375,1,FALSE
1240061,53.6611366271973,1,FALSE
1574679,1,1,FALSE
1251413,117.756385803223,1,FALSE
1560072,215.403396606445,1,FALSE
1251406,73.784065246582,1,FALSE
1547082,865.295715332031,1,FALSE
1240040,43.9723205566406,1,FALSE
1545451,142.681732177734,1,FALSE
1223807,198.248092651367,1,FALSE
1540569,1,1,FALSE
1205952,26.8305683135986,1,FALSE
1532470,33.1389846801758,1,FALSE
1189725,23.8493938446045,1,FALSE
1522734,1000,1,FALSE
1170252,21.6135139465332,1,FALSE
1508125,3.62430047988892,1,FALSE
873982,26.1886005401611,1,FALSE
1149156,37.2646789550781,1,FALSE
1498389,2.71822547912598,1,FALSE
1141050,374.137359619141,1,FALSE
1493529,20.8397274017334,1,FALSE
1137813,336.127410888672,1,FALSE
1498408,1,1,FALSE
1144316,84.2181701660156,1,FALSE
1508158,2.26518774032593,1,FALSE
1142700,189.304565429688,1,FALSE
1516281,1,1,FALSE
1124841,67.0764236450195,1,FALSE
1532515,3.17126297950745,1,FALSE
1110230,84.2181701660156,1,FALSE
1553620,1,1,FALSE
1092370,153.530471801758,1,FALSE
1571478,267.873443603516,1,FALSE
1076136,72.2934799194336,1,FALSE
1470865,125.944435119629,1,FALSE
1058286,36.5193862915039,1,FALSE
1454641,174.872497558594,1,FALSE
888591,43.3614501953125,1,FALSE
1040433,4.47176122665405,1,FALSE
1440028,168.983016967773,1,FALSE
1024203,55.8970184326172,1,FALSE
1420553,48.4750175476074,1,FALSE
1011228,15.6511650085449,1,FALSE
1409196,14.0441646575928,1,FALSE
1003123,63.3499565124512,1,FALSE
1405961,53.4584312438965,1,FALSE
993393,22.3588066101074,1,FALSE
1394604,5.43645095825195,1,FALSE
983672,1,1,FALSE
1388120,811.390258789062,1,FALSE
977189,74.5293579101562,1,FALSE
1392970,44.8507194519043,1,FALSE
993441,69.3123016357422,1,FALSE
1378358,48.0219802856445,1,FALSE
1004817,67.8217163085938,1,FALSE
1355638,60.7070350646973,1,FALSE
1019426,159.492828369141,1,FALSE
1334540,26.7292156219482,1,FALSE
1366630,646.099243164062,1,FALSE
1323184,7.24860095977783,1,FALSE
1350399,112.12134552002,1,FALSE
1319955,101.027374267578,1,FALSE
1342275,32.2348861694336,1,FALSE
1392957,16.3093528747559,1,FALSE
1335775,72.8788757324219,1,FALSE
1392947,218.817138671875,1,FALSE
1322798,93.9016265869141,1,FALSE
1397806,19.0275783538818,1,FALSE
1309805,290.113983154297,1,FALSE
1672241,1000,1,FALSE
1335779,355.985260009766,1,FALSE
1683597,506.673156738281,1,FALSE
1265983,1000,1,FALSE
1667361,1000,1,FALSE
1303365,521.3642578125,1,FALSE
1649499,962.679016113281,1,FALSE
1296880,142.954711914062,1,FALSE
1654358,1000,1,FALSE
937354,2.28971362113953,1,FALSE
1296893,185.000213623047,1,FALSE
1659222,392.671691894531,1,FALSE
1295278,583.031005859375,1,FALSE
1680314,354.671203613281,1,FALSE
1309895,98.3787536621094,1,FALSE
1631637,1000,1,FALSE
1292052,593.253662109375,1,FALSE
1621908,1000,1,FALSE
1267707,1000,1,FALSE
1314987,958.611511230469,1,FALSE
1264450,56.6423110961914,1,FALSE
1582972,1000,1,FALSE
1267724,1000,1,FALSE
1573248,1000,1,FALSE
1269359,176.634582519531,1,FALSE
1266126,129.176712036133,1,FALSE
1285600,116.512321472168,1,FALSE
787387,1,1,FALSE
937339,45.3649520874023,1,FALSE
1047006,30.557035446167,1,FALSE
1060010,28.3211555480957,1,FALSE
1074616,50.6799621582031,1,FALSE
1089216,175.143981933594,1,FALSE
1103823,161.728698730469,1,FALSE
1124933,40.2458534240723,1,FALSE
1131434,113.284622192383,1,FALSE
1124925,1000,1,FALSE
1141152,188.559280395508,1,FALSE
1146010,44.7176132202148,1,FALSE
956809,25.4730644226074,1,FALSE
1157364,400.967926025391,1,FALSE
1170342,185.578094482422,1,FALSE
1175201,282.466247558594,1,FALSE
1194679,276.50390625,1,FALSE
1016149,10.4341096878052,1,FALSE
1441270,1000,1,FALSE
1451113,1000,1,FALSE
1423403,74.280387878418,1,FALSE
1400685,1000,1,FALSE
1402293,30.8333683013916,1,FALSE
987642,5.43806982040405,1,FALSE
1421760,1000,1,FALSE
1376346,23.8257846832275,1,FALSE
1363373,64.4697723388672,1,FALSE
1413736,1,1,FALSE
1407253,1,1,FALSE
1407263,1000,1,FALSE
1408901,155.97282409668,1,FALSE
1412159,625.451049804688,1,FALSE
1430014,678.481811523438,1,FALSE
1441368,84.2253265380859,1,FALSE
1007046,6.15360546112061,1,FALSE
1015145,24.9006366729736,1,FALSE
979363,395.444915771484,1,FALSE
1016705,195.738616943359,1,FALSE
1034558,336.591064453125,1,FALSE
1044298,1000,1,FALSE
1044310,212.931884765625,1,FALSE
743671,1.39455544948578,1,FALSE
1558701,138.765151977539,1,FALSE
1054026,50.2572135925293,1,FALSE
1070238,728.729614257812,1,FALSE
1065416,800.147766113281,1,FALSE
1083282,76.708381652832,1,FALSE
1084917,127.62686920166,1,FALSE
1106034,23.8060474395752,1,FALSE
1125522,43.6444206237793,1,FALSE
1075133,319.397827148438,1,FALSE
1094610,72.7406997680664,1,FALSE
1110843,41.6605834960938,1,FALSE
574951,5.57822179794312,1,FALSE
1154662,112.103096008301,1,FALSE
1170894,374.096862792969,1,FALSE
1190367,683.954833984375,1,FALSE
1203355,376.616027832031,1,FALSE
1200120,449.671966552734,1,FALSE
1205002,516.429992675781,1,FALSE
1221242,692.77197265625,1,FALSE
1252087,293.4833984375,1,FALSE
1263465,175.082366943359,1,FALSE
1255358,1000,1,FALSE
687049,1,1,FALSE
1281324,278.368377685547,1,FALSE
1305679,304.819671630859,1,FALSE
1244018,316.155914306641,1,FALSE
1245663,676.397338867188,1,FALSE
1247299,62.9792671203613,1,FALSE
1250539,683.954833984375,1,FALSE
745724,1,1,FALSE
1278117,372.837280273438,1,FALSE
762091,1,1,FALSE
1304070,668.83984375,1,FALSE
812403,1,1,FALSE
1333275,448.412384033203,1,FALSE
817281,1,1,FALSE
1359241,209.091171264648,1,FALSE
815660,2,2,FALSE
753512,5.97666645050049,1,FALSE
1364101,426.999450683594,2,FALSE
815661,1,1,FALSE
1362452,180.120712280273,1,FALSE
669559,1.02166545391083,1,FALSE
1282869,1000,1,FALSE
653341,1,1,FALSE
1256913,212.869918823242,1,FALSE
599808,1,1,FALSE
1287718,340.088043212891,1,FALSE
583583,1,1,FALSE
1302305,1000,1,FALSE
549506,13.1519775390625,1,FALSE
1321786,73.0559539794922,1,FALSE
531659,1,1,FALSE
1338008,17.6341953277588,1,FALSE
515439,10.2363014221191,1,FALSE
1313613,1000,1,FALSE
487871,1,1,FALSE
821691,20.9183311462402,1,FALSE
1312009,287.185455322266,1,FALSE
452195,2.78561758995056,1,FALSE
1305540,46.6046600341797,1,FALSE
457084,1,1,FALSE
1294181,173.822784423828,1,FALSE
489558,2.93300461769104,1,FALSE
1242225,159.967346191406,1,FALSE
520401,1,1,FALSE
546371,1,1,FALSE
1290880,1000,1,FALSE
554486,1.47394573688507,1,FALSE
1268277,69.2771911621094,1,FALSE
1256791,198.776214599609,1,FALSE
703795,6.80759286880493,1,FALSE
1256775,100.917152404785,1,FALSE
705424,8.7861328125,1,FALSE
1251884,1000,1,FALSE
703808,16.8198013305664,1,FALSE
1084372,726.39892578125,1,FALSE
692470,1,1,FALSE
850923,11.3556661605835,1,FALSE
684363,1,1,FALSE
1066529,136.199798583984,1,FALSE
1043822,1000,1,FALSE
677878,1,1,FALSE
664903,1,1,FALSE
1037339,11.8904581069946,1,FALSE
1027611,31.3475723266602,1,FALSE
655174,1,1,FALSE
653555,1,1,FALSE
982175,27.0237693786621,1,FALSE
983818,62.6951446533203,1,FALSE
987078,33.5094757080078,1,FALSE
637355,1,1,FALSE
995203,25.9428176879883,1,FALSE
655218,3.6560959815979,1,FALSE
996835,33.5094757080078,1,FALSE
655225,1,1,FALSE
988731,33.5094757080078,1,FALSE
